hospital_id,hospital_name,state,city,specialization,consultation_fee,rating,available_slots,beds_available,latitude,longitude,review,cost_category,rating_category
448,Life Line Hospital Agartala,Tripura,Agartala,"['Orthopedics', 'General Medicine', 'Dentistry']",650,4.2,5,180,23.838,91.2943,Decent hospital for basic treatments,Medium,Good
449,Trihms Itanagar,Arunachal Pradesh,Itanagar,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",700,4.4,5,300,27.0844,93.6053,Major government medical institute with good facilities,Medium,Good
450,Ramakrishna Mission Hospital,Arunachal Pradesh,Itanagar,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",600,4.3,5,220,27.0857,93.6068,Reliable hospital with affordable care,Medium,Good
451,Heema Hospital Itanagar,Arunachal Pradesh,Itanagar,"['Cardiology', 'Orthopedics', 'Radiology']",900,4.5,4,200,27.087,93.6083,Well equipped hospital with experienced doctors,Medium,Excellent
452,City Hospital Itanagar,Arunachal Pradesh,Itanagar,"['General Medicine', 'Dermatology', 'Pathology']",700,4.3,5,180,27.0883,93.6098,Affordable and friendly staff,Medium,Good
453,Drishti Eye Hospital Itanagar,Arunachal Pradesh,Itanagar,"['Ophthalmology', 'General Medicine']",600,4.4,3,150,27.0896,93.6113,Specialized eye care with good ratings,Medium,Good
454,Life Line Hospital Itanagar,Arunachal Pradesh,Itanagar,"['Orthopedics', 'General Medicine', 'Dentistry']",650,4.2,5,170,27.0909,93.6128,Decent hospital for basic treatments,Medium,Good
455,Stnm Hospital Gangtok,Sikkim,Gangtok,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",600,4.3,5,300,27.3389,88.6065,Major government hospital with good facilities,Medium,Good
456,Central Referral Hospital Sikkim,Sikkim,Gangtok,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",800,4.5,4,350,27.3402,88.608,Reputed hospital with advanced care,Medium,Excellent
457,Manipal Hospital Gangtok,Sikkim,Gangtok,"['Cardiology', 'Orthopedics', 'Radiology']",1000,4.6,4,250,27.3415,88.6095,Well equipped hospital with experienced doctors,High,Excellent
458,City Hospital Gangtok,Sikkim,Gangtok,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",700,4.3,5,200,27.3428,88.611,Reliable and affordable healthcare,Medium,Good
459,Drishti Eye Hospital Gangtok,Sikkim,Gangtok,"['Ophthalmology', 'General Medicine']",600,4.4,3,150,27.3441,88.6125,Specialized eye care with good ratings,Medium,Good
460,Life Line Hospital Gangtok,Sikkim,Gangtok,"['Orthopedics', 'General Medicine', 'Dentistry']",650,4.2,5,170,27.3454,88.614,Decent hospital for basic treatments,Medium,Good
461,Aiims Bhubaneswar,Odisha,Bhubaneswar,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",900,4.7,3,600,20.2961,85.8245,Premier government institute with advanced medical care,Medium,Excellent
462,Apollo Hospital Bhubaneswar,Odisha,Bhubaneswar,"['Cardiology', 'Orthopedics', 'Radiology']",1200,4.6,4,400,20.2974,85.826,Highly reputed hospital with expert doctors,High,Excellent
463,Kalinga Hospital Bhubaneswar,Odisha,Bhubaneswar,"['Cardiology', 'General Medicine', 'Radiology']",1000,4.5,5,300,20.2987,85.8275,Well equipped hospital with good services,High,Excellent
464,Amri Hospital Bhubaneswar,Odisha,Bhubaneswar,"['Cardiology', 'Neurology', 'Radiology']",1100,4.6,4,350,20.3,85.829,Modern hospital with advanced infrastructure,High,Excellent
465,Sum Ultimate Hospital,Odisha,Bhubaneswar,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",900,4.4,5,400,20.3013,85.8305,Reliable and affordable healthcare,Medium,Good
466,Life Line Hospital Bhubaneswar,Odisha,Bhubaneswar,"['Orthopedics', 'Dermatology', 'General Medicine']",800,4.3,5,220,20.3026,85.832,Affordable and friendly staff,Medium,Good
467,Drishti Eye Hospital Bhubaneswar,Odisha,Bhubaneswar,"['Ophthalmology', 'General Medicine']",700,4.5,3,200,20.3039,85.8335,Specialized eye care with high ratings,Medium,Excellent
468,City Hospital Bhubaneswar,Odisha,Bhubaneswar,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,20.3052,85.835,Decent hospital for basic treatments,Medium,Good
469,Aiims Raipur,Chhattisgarh,Raipur,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",900,4.7,3,600,21.2514,81.6296,Premier government institute with advanced medical care,Medium,Excellent
470,Ramkrishna Care Hospital,Chhattisgarh,Raipur,"['Cardiology', 'Orthopedics', 'Radiology']",1200,4.6,4,400,21.2527,81.6311,Highly reputed hospital with expert doctors,High,Excellent
471,Narayana Superspeciality Hospital,Chhattisgarh,Raipur,"['Cardiology', 'Neurology', 'Radiology']",1100,4.6,4,350,21.254,81.6326,Modern hospital with advanced infrastructure,High,Excellent
472,Balco Medical Centre,Chhattisgarh,Raipur,"['Oncology', 'General Medicine', 'Radiology']",1200,4.6,4,300,21.2553,81.6341,Top cancer care hospital with modern facilities,High,Excellent
473,Life Line Hospital Raipur,Chhattisgarh,Raipur,"['Orthopedics', 'Dermatology', 'General Medicine']",800,4.3,5,220,21.2566,81.6356,Affordable and friendly staff,Medium,Good
474,City Hospital Raipur,Chhattisgarh,Raipur,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",900,4.4,5,250,21.2579,81.6371,Reliable and affordable healthcare,Medium,Good
475,Drishti Eye Hospital Raipur,Chhattisgarh,Raipur,"['Ophthalmology', 'General Medicine']",700,4.5,3,200,21.2592,81.6386,Specialized eye care with high ratings,Medium,Excellent
476,Om Hospital Raipur,Chhattisgarh,Raipur,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,21.2605,81.6401,Decent hospital for basic treatments,Medium,Good
477,Aster Medcity Kochi,Kerala,Kochi,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",1500,4.8,3,600,9.9312,76.2673,Top multi-speciality hospital with world class facilities,High,Excellent
478,Amrita Institute Of Medical Sciences,Kerala,Kochi,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",1400,4.8,3,700,9.9325,76.2688,Premier medical institute with advanced care,High,Excellent
479,Lakeshore Hospital Kochi,Kerala,Kochi,"['Cardiology', 'Orthopedics', 'Radiology']",1300,4.7,4,400,9.9338,76.2703,Highly reputed hospital with expert doctors,High,Excellent
480,Renai Medicity Kochi,Kerala,Kochi,"['Cardiology', 'General Medicine', 'Radiology']",1200,4.6,4,350,9.9351,76.2718,Modern hospital with excellent infrastructure,High,Excellent
481,Rajagiri Hospital Kochi,Kerala,Kochi,"['Cardiology', 'Neurology', 'Radiology']",1300,4.7,4,400,9.9364,76.2733,Trusted hospital with advanced care,High,Excellent
482,Life Line Hospital Kochi,Kerala,Kochi,"['Orthopedics', 'Dermatology', 'General Medicine']",900,4.3,5,250,9.9377,76.2748,Affordable and friendly staff,Medium,Good
483,Drishti Eye Hospital Kochi,Kerala,Kochi,"['Ophthalmology', 'General Medicine']",800,4.5,3,200,9.939,76.2763,Specialized eye care with high ratings,Medium,Excellent
484,City Hospital Kochi,Kerala,Kochi,"['General Medicine', 'Pathology', 'Dentistry']",700,4.2,6,220,9.9403,76.2778,Decent hospital for basic treatments,Medium,Good
485,Apollo Hospitals Visakhapatnam,Andhra Pradesh,Visakhapatnam,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",1400,4.7,3,500,17.6868,83.2185,Top private hospital with advanced facilities,High,Excellent
486,Care Hospitals Visakhapatnam,Andhra Pradesh,Visakhapatnam,"['Cardiology', 'Orthopedics', 'Radiology']",1300,4.6,4,400,17.6881,83.22,Highly reputed hospital with expert doctors,High,Excellent
487,Sevenhills Hospital Visakhapatnam,Andhra Pradesh,Visakhapatnam,"['Cardiology', 'Neurology', 'Radiology']",1200,4.6,4,350,17.6894,83.2215,Modern hospital with advanced infrastructure,High,Excellent
488,King George Hospital,Andhra Pradesh,Visakhapatnam,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",700,4.5,5,900,17.6907,83.223,Major government hospital with large capacity,Medium,Excellent
489,Life Line Hospital Visakhapatnam,Andhra Pradesh,Visakhapatnam,"['Orthopedics', 'Dermatology', 'General Medicine']",800,4.3,5,220,17.692,83.2245,Affordable and friendly staff,Medium,Good
490,City Hospital Visakhapatnam,Andhra Pradesh,Visakhapatnam,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",900,4.4,5,250,17.6933,83.226,Reliable and affordable healthcare,Medium,Good
491,Drishti Eye Hospital Visakhapatnam,Andhra Pradesh,Visakhapatnam,"['Ophthalmology', 'General Medicine']",700,4.5,3,200,17.6946,83.2275,Specialized eye care with high ratings,Medium,Excellent
492,Om Hospital Visakhapatnam,Andhra Pradesh,Visakhapatnam,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,17.6959,83.229,Decent hospital for basic treatments,Medium,Good
493,Goa Medical College Hospital,Goa,Panaji,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",700,4.5,5,800,15.4909,73.8278,Major government hospital with advanced facilities,Medium,Excellent
494,Manipal Hospital Goa,Goa,Panaji,"['Cardiology', 'Orthopedics', 'Radiology']",1200,4.6,4,350,15.4922,73.8293,Highly reputed hospital with expert doctors,High,Excellent
495,Healthway Hospital Goa,Goa,Panaji,"['Cardiology', 'General Medicine', 'Radiology']",1100,4.5,4,300,15.4935,73.8308,Modern hospital with good infrastructure,High,Excellent
496,Vintage Hospital Goa,Goa,Panaji,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",900,4.4,5,250,15.4948,73.8323,Reliable and affordable healthcare,Medium,Good
497,Life Line Hospital Goa,Goa,Panaji,"['Orthopedics', 'Dermatology', 'General Medicine']",800,4.3,5,220,15.4961,73.8338,Affordable and friendly staff,Medium,Good
498,Drishti Eye Hospital Goa,Goa,Panaji,"['Ophthalmology', 'General Medicine']",700,4.5,3,200,15.4974,73.8353,Specialized eye care with high ratings,Medium,Excellent
499,Kavaratti Government Hospital,Lakshadweep,Kavaratti,"['General Medicine', 'Basic Care', 'Emergency']",300,4.0,7,100,10.5667,72.6417,Primary government hospital with basic facilities,Low,Good
500,Agatti Island Hospital,Lakshadweep,Agatti,"['General Medicine', 'Emergency']",250,4.0,7,80,10.8505,72.1763,Basic healthcare services for island residents,Low,Good
501,Minicoy Government Hospital,Lakshadweep,Minicoy,"['General Medicine', 'Emergency']",250,4.1,7,90,8.3,73.05,Small hospital providing essential services,Low,Good
502,Gb Pant Hospital,Andaman & Nicobar Islands,Port Blair,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",500,4.3,5,300,11.6234,92.7265,Main government hospital with good facilities,Medium,Good
503,Inhs Dhanvantari,Andaman & Nicobar Islands,Port Blair,"['General Medicine', 'Emergency', 'Radiology']",600,4.4,4,200,11.6247,92.728,Naval hospital with advanced care,Medium,Good
504,Pillar Health Centre,Andaman & Nicobar Islands,Port Blair,"['General Medicine', 'Pediatrics', 'ENT']",400,4.2,5,150,11.626,92.7295,Reliable healthcare centre,Low,Good
505,Drishti Eye Hospital Port Blair,Andaman & Nicobar Islands,Port Blair,"['Ophthalmology', 'General Medicine']",350,4.3,4,120,11.6273,92.731,Specialized eye care services,Low,Good
506,Fortis Hospital Delhi,Delhi,Delhi,"[""['Cardiology','Neurology','General Medicine']""]",900,4.6,4,220,28.7041,77.1025,Advanced multi-speciality hospital,Medium,Excellent
507,Apollo Hospital Delhi,Delhi,Delhi,"[""['Orthopedics','Cardiology','General Medicine']""]",1000,4.7,3,250,28.5355,77.391,Top rated hospital with modern facilities,High,Excellent
508,Max Super Speciality Delhi,Delhi,Delhi,"[""['Neurology','Cardiology','Dermatology']""]",1100,4.5,5,200,28.5672,77.21,Trusted doctors and advanced care,High,Excellent
509,Aiims Delhi,Delhi,Delhi,"[""['General Medicine','Cardiology','Pediatrics']""]",500,4.8,6,300,28.5672,77.21,Government hospital with excellent doctors,Medium,Excellent
510,Manipal Hospital Delhi,Delhi,Delhi,"[""['Orthopedics','Neurology','General Medicine']""]",850,4.4,4,180,28.4595,77.0266,Good infrastructure and care,Medium,Good
511,Fortis Hospital Mumbai,Maharashtra,Mumbai,"[""['Cardiology','Orthopedics','General Medicine']""]",950,4.6,3,230,19.076,72.8777,Well equipped hospital,Medium,Excellent
512,Apollo Hospital Mumbai,Maharashtra,Mumbai,"[""['Neurology','Cardiology','Dermatology']""]",1000,4.7,2,260,19.2183,72.9781,Premium healthcare services,High,Excellent
514,Kokilaben Hospital,Maharashtra,Mumbai,"[""['Cardiology','Neurology','Radiology']""]",1200,4.8,3,270,19.129,72.824,Top rated hospital,High,Excellent
515,Nanavati Hospital,Maharashtra,Mumbai,"[""['Orthopedics','Dermatology','General Medicine']""]",850,4.4,4,190,19.095,72.8397,Affordable and reliable,Medium,Good
517,Aster Hospital Bangalore,Karnataka,Bangalore,"[""['Orthopedics','Dermatology','General Medicine']""]",800,4.5,4,210,12.9352,77.6245,Well maintained hospital,Medium,Excellent
518,Narayana Health Bangalore,Karnataka,Bangalore,"[""['Cardiology','Pediatrics','General Medicine']""]",700,4.7,5,260,12.8456,77.6603,Excellent cardiac care,Medium,Excellent
519,Columbia Asia Bangalore,Karnataka,Bangalore,"[""['Neurology','Orthopedics','Radiology']""]",850,4.4,4,200,13.0352,77.597,Good facilities and staff,Medium,Good
520,Sakra Hospital Bangalore,Karnataka,Bangalore,"[""['Cardiology','Dermatology','General Medicine']""]",950,4.5,3,220,12.9279,77.6271,Trusted healthcare provider,Medium,Excellent
521,Fortis Hospital Jaipur,Rajasthan,Jaipur,"[""['Cardiology','Orthopedics','General Medicine']""]",800,4.5,4,210,26.9124,75.7873,Good hospital in Jaipur,Medium,Excellent
522,Narayana Hospital Jaipur,Rajasthan,Jaipur,"[""['Cardiology','Neurology','General Medicine']""]",700,4.6,5,230,26.8467,75.8237,Affordable and reliable,Medium,Excellent
523,Apex Hospital Jaipur,Rajasthan,Jaipur,"[""['Orthopedics','Dermatology','General Medicine']""]",600,4.3,4,180,26.85,75.81,Basic care hospital,Medium,Good
526,Apollo Hospital Chennai,Tamil Nadu,Chennai,"[""['Cardiology','Neurology','General Medicine']""]",1000,4.8,3,280,13.0827,80.2707,Top hospital in Chennai,High,Excellent
527,Fortis Malar Chennai,Tamil Nadu,Chennai,"[""['Orthopedics','Cardiology','Dermatology']""]",900,4.6,4,240,13.044,80.2496,Premium services,Medium,Excellent
528,Miot Hospital Chennai,Tamil Nadu,Chennai,"[""['Cardiology','Neurology','Radiology']""]",1100,4.7,3,260,13.0292,80.208,Trusted hospital,High,Excellent
529,Global Hospital Chennai,Tamil Nadu,Chennai,"[""['General Medicine','Pediatrics','Orthopedics']""]",800,4.5,5,210,12.8966,80.2065,Good facilities,Medium,Excellent
530,Kauvery Hospital Chennai,Tamil Nadu,Chennai,"[""['Cardiology','Dermatology','General Medicine']""]",850,4.4,4,200,13.0827,80.2707,Reliable hospital,Medium,Good
